author,title,pages,year,booktitle,ee,crossref,url,genre
"['Alexander C. MacLean', 'Charles D. Knutson']",Apache commits: social network dataset.,['135-138'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624020', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624020', 'http://dl.acm.org/citation.cfm?id=2487115']",['conf/msr/2013'],['db/conf/msr/msr2013.html#MacLeanK13'],inproceedings
"['David Gray Widder', 'Michael Hilton', 'Christian Kästner', 'Bogdan Vasilescu']","I'm leaving you, Travis: a continuous integration breakup story.",['165-169'],2018,MSR,"['https://doi.org/10.1145/3196398.3196422', 'http://ieeexplore.ieee.org/document/8595199']",['conf/msr/2018'],['db/conf/msr/msr2018.html#WidderHKV18'],inproceedings
"['Md Tajmilur Rahman', 'Louis-Philippe Querel', 'Peter C. Rigby', 'Bram Adams']",Feature toggles: practitioner practices and a case study.,['201-211'],2016,MSR,['https://doi.org/10.1145/2901739.2901745'],['conf/msr/2016'],['db/conf/msr/msr2016.html#RahmanQRA16'],inproceedings
"['Paolo Calciati', 'Konstantin Kuznetsov', 'Xue Bai', 'Alessandra Gorla']",What did really change with the new release of the app?,['142-152'],2018,MSR,"['https://doi.org/10.1145/3196398.3196449', 'http://ieeexplore.ieee.org/document/8595197']",['conf/msr/2018'],['db/conf/msr/msr2018.html#CalciatiKBG18'],inproceedings
"['Brandon Heller', 'Eli Marschner', 'Evan Rosenfeld', 'Jeffrey Heer']",Visualizing collaboration and influence in the open-source software community.,['223-226'],2011,MSR,['https://doi.org/10.1145/1985441.1985476'],['conf/msr/2011'],['db/conf/msr/msr2011.html#HellerMRH11'],inproceedings
"['Omar Alonso', 'Premkumar T. Devanbu', 'Michael Gertz 0001']",Expertise identification and visualization from CVS.,['125-128'],2008,MSR,['https://doi.org/10.1145/1370750.1370780'],['conf/msr/2008'],['db/conf/msr/msr2008.html#AlonsoDG08'],inproceedings
"['Christian Bird', 'Nachiappan Nagappan']",Who? Where? What? Examining distributed development in two large open source projects.,['237-246'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224286', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224286', 'http://dl.acm.org/citation.cfm?id=2664482']",['conf/msr/2012'],['db/conf/msr/msr2012.html#BirdN12'],inproceedings
"['Kentaro Yoshimura', 'Fumio Narisawa', 'Koji Hashimoto', 'Tohru Kikuno']",FAVE: factor analysis based approach for detecting product line variability from change history.,['11-18'],2008,MSR,['https://doi.org/10.1145/1370750.1370753'],['conf/msr/2008'],['db/conf/msr/msr2008.html#YoshimuraNHK08'],inproceedings
"['Masao Ohira', 'Yutaro Kashiwa', 'Yosuke Yamatani', 'Hayato Yoshiyuki', 'Yoshiya Maeda', 'Nachai Limsettho', 'Keisuke Fujino', 'Hideaki Hata', 'Akinori Ihara', 'Ken-ichi Matsumoto']",A Dataset of High Impact Bugs: Manually-Classified Issue Reports.,['518-521'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.78', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.78', 'http://dl.acm.org/citation.cfm?id=2820602']",['conf/msr/2015'],['db/conf/msr/msr2015.html#OhiraKYYMLFHIM15'],inproceedings
"['Nicole Novielli', 'Fabio Calefato', 'Davide Dongiovanni', 'Daniela Girardi', 'Filippo Lanubile']",Can We Use SE-specific Sentiment Analysis Tools in a Cross-Platform Setting?,['158-168'],2020,MSR,['https://doi.org/10.1145/3379597.3387446'],['conf/msr/2020'],['db/conf/msr/msr2020.html#NovielliCDGL20'],inproceedings
"['Preetha Chatterjee', 'Benjamin Gause', 'Hunter Hedinger', 'Lori L. Pollock']",Extracting code segments and their descriptions from research articles.,['91-101'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.10', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.10', 'http://dl.acm.org/citation.cfm?id=3104202']",['conf/msr/2017'],['db/conf/msr/msr2017.html#ChatterjeeGHP17'],inproceedings
"['Themistoklis G. Diamantopoulos', 'Klearchos Thomopoulos', 'Andreas L. Symeonidis']",QualBoa: reusability-aware recommendations of source code components.,['488-491'],2016,MSR,['https://doi.org/10.1145/2901739.2903492'],['conf/msr/2016'],['db/conf/msr/msr2016.html#DiamantopoulosT16'],inproceedings
"['Tse-Hsun Chen', 'Stephen W. Thomas', 'Meiyappan Nagappan', 'Ahmed E. Hassan']",Explaining software defects using topic models.,['189-198'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224280', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224280', 'http://dl.acm.org/citation.cfm?id=2664476']",['conf/msr/2012'],['db/conf/msr/msr2012.html#ChenTNH12'],inproceedings
"['Filip Van Rysselberghe', 'Serge Demeyer']",Studying Versioning Information to Understand Inheritance Hierarchy Changes.,['16'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.30', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.30', 'http://dl.acm.org/citation.cfm?id=1269030']",['conf/msr/2007'],['db/conf/msr/msr2007.html#RysselbergheD07'],inproceedings
"['Methanias Colaço Jr.', 'Manoel G. Mendonça', 'Mário Farias', 'Paulo Henrique dos Santos']",OSS developers context-specific Preferred Representational systems: A initial Neurolinguistic text analysis of the Apache mailing list.,['126-129'],2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463339', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463339']",['conf/msr/2010'],['db/conf/msr/msr2010.html#ColacoMFH10'],inproceedings
"['Georgios Gousios', 'Bogdan Vasilescu', 'Alexander Serebrenik', 'Andy Zaidman']",Lean GHTorrent: GitHub data on demand.,['384-387'],2014,MSR,['https://doi.org/10.1145/2597073.2597126'],['conf/msr/2014'],['db/conf/msr/msr2014.html#GousiosVSZ14'],inproceedings
"['Annie T. T. Ying', 'James L. Wright', 'Steven Abrams']",Source code that talks: an exploration of Eclipse task comments and their implication to repository mining.,,2005,MSR,['https://doi.org/10.1145/1083142.1083152'],['conf/msr/2005'],['db/conf/msr/msr2005.html#YingWA05'],inproceedings
['Daniel M. Germán'],Using Software Distributions to Understand the Relationship among Free and Open Source Software Projects.,['24'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.32', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.32', 'http://dl.acm.org/citation.cfm?id=1269038']",['conf/msr/2007'],['db/conf/msr/msr2007.html#German07'],inproceedings
"['Eric Enslen', 'Emily Hill 0001', 'Lori L. Pollock', 'K. Vijay-Shanker']",Mining source code to automatically split identifiers for software analysis.,['71-80'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069482', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069482']",['conf/msr/2009'],['db/conf/msr/msr2009.html#EnslenHPV09'],inproceedings
"['Kazuki Hamasaki', 'Raula Gaikovina Kula', 'Norihiro Yoshida', 'Ana Erika Camargo Cruz', 'Kenji Fujiwara', 'Hajimu Iida']",Who does what during a code review? datasets of OSS peer review repositories.,['49-52'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624003', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624003', 'http://dl.acm.org/citation.cfm?id=2487096']",['conf/msr/2013'],['db/conf/msr/msr2013.html#HamasakiKYCFI13'],inproceedings
"['Hadhemi Jebnoun', 'Houssem Ben Braiek', 'Mohammad Masudur Rahman 0001', 'Foutse Khomh']",The Scent of Deep Learning Code: An Empirical Study.,['420-430'],2020,MSR,['https://doi.org/10.1145/3379597.3387479'],['conf/msr/2020'],['db/conf/msr/msr2020.html#JebnounBRK20'],inproceedings
"['Yuriy Tymchuk', 'Andrea Mocci', 'Michele Lanza']",Collaboration in open-source projects: myth or reality?,['304-307'],2014,MSR,['https://doi.org/10.1145/2597073.2597093'],['conf/msr/2014'],['db/conf/msr/msr2014.html#TymchukML14'],inproceedings
"['Timofey Bryksin', 'Victor Petukhov', 'Ilya Alexin', 'Stanislav Prikhodko', 'Alexey Shpilman', 'Vladimir Kovalenko', 'Nikita Povarov']",Using Large-Scale Anomaly Detection on Code to Improve Kotlin Compiler.,['455-465'],2020,MSR,['https://doi.org/10.1145/3379597.3387447'],['conf/msr/2020'],['db/conf/msr/msr2020.html#BryksinPAPSKP20'],inproceedings
"['Michaela Greiler', 'Andy Zaidman', 'Arie van Deursen', 'Margaret-Anne D. Storey']",Strategies for avoiding text fixture smells during software evolution.,['387-396'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624053', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624053', 'http://dl.acm.org/citation.cfm?id=2487156', 'https://www.wikidata.org/entity/Q57908706']",['conf/msr/2013'],['db/conf/msr/msr2013.html#GreilerZDS13'],inproceedings
"['Maëlick Claes', 'Tom Mens', 'Roberto Di Cosmo', 'Jérôme Vouillon']",A Historical Analysis of Debian Package Incompatibilities.,['212-223'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.27', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.27', 'http://dl.acm.org/citation.cfm?id=2820545', 'https://www.wikidata.org/entity/Q58146965']",['conf/msr/2015'],['db/conf/msr/msr2015.html#ClaesMCV15'],inproceedings
"['Romain Robbes', 'Damien Pollet', 'Michele Lanza']",Replaying IDE interactions to evaluate and improve change prediction approaches.,['161-170'],2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463278', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463278']",['conf/msr/2010'],['db/conf/msr/msr2010.html#RobbesPL10'],inproceedings
"['Stanislav Chren', 'Radoslav Micko', 'Barbora Buhnova', 'Bruno Rossi 0001']",STRAIT: a tool for automated software reliability growth analysis.,['105-110'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00025', 'https://dl.acm.org/citation.cfm?id=3341901']",['conf/msr/2019'],['db/conf/msr/msr2019.html#ChrenMB019'],inproceedings
"['Durham Abric', 'Oliver E. Clark', 'Matthew Caminiti', 'Keheliya Gallaba', 'Shane McIntosh']",Can duplicate questions on stack overflow benefit the software development community?,['230-234'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00046', 'https://dl.acm.org/citation.cfm?id=3341925']",['conf/msr/2019'],['db/conf/msr/msr2019.html#AbricCCGM19'],inproceedings
"['Aida Radu', 'Sarah Nadi']",A dataset of non-functional bugs.,['399-403'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00066', 'https://dl.acm.org/citation.cfm?id=3341949']",['conf/msr/2019'],['db/conf/msr/msr2019.html#RaduN19'],inproceedings
"['Lee Martie', 'Vijay Krishna Palepu', 'Hitesh Sajnani', 'Cristina Videira Lopes']",Trendy bugs: Topic trends in the Android bug reports.,['120-123'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224268', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224268', 'http://dl.acm.org/citation.cfm?id=2664464']",['conf/msr/2012'],['db/conf/msr/msr2012.html#MartiePSL12'],inproceedings
"['Olga Baysal', 'Andrew J. Malton']",Correlating Social Interactions to Release History during Software Evolution.,['7'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.4', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.4', 'http://dl.acm.org/citation.cfm?id=1269022']",['conf/msr/2007'],['db/conf/msr/msr2007.html#BaysalM07'],inproceedings
"['Moritz Beller', 'Alberto Bacchelli', 'Andy Zaidman', 'Elmar Jürgens']",Modern code reviews in open-source projects: which problems do they fix?,['202-211'],2014,MSR,['https://doi.org/10.1145/2597073.2597082'],['conf/msr/2014'],['db/conf/msr/msr2014.html#BellerBZJ14'],inproceedings
"['Alexander W. J. Bradley', 'Gail C. Murphy']",Supporting software history exploration.,['193-202'],2011,MSR,['https://doi.org/10.1145/1985441.1985469'],['conf/msr/2011'],['db/conf/msr/msr2011.html#BradleyM11'],inproceedings
"['Patrick Knab', 'Martin Pinzger 0001', 'Abraham Bernstein']",Predicting defect densities in source code files with decision tree learners.,['119-125'],2006,MSR,['https://doi.org/10.1145/1137983.1138012'],['conf/msr/2006'],['db/conf/msr/msr2006.html#KnabPB06'],inproceedings
['James D. Herbsleb'],MSR: Mining for scientific results?,,2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463360', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463360', 'https://www.wikidata.org/entity/Q60458240']",['conf/msr/2010'],['db/conf/msr/msr2010.html#Herbsleb10'],inproceedings
"['Médéric Hurier', 'Guillermo Suarez-Tangil', 'Santanu Kumar Dash', 'Tegawendé F. Bissyandé', 'Yves Le Traon', 'Jacques Klein', 'Lorenzo Cavallaro']",Euphony: harmonious unification of cacophonous anti-virus vendor labels for Android malware.,['425-435'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.57', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.57', 'http://dl.acm.org/citation.cfm?id=3104239']",['conf/msr/2017'],['db/conf/msr/msr2017.html#HurierSDBTKC17'],inproceedings
"['Daryl Posnett', 'Abram Hindle', 'Premkumar T. Devanbu']",A simpler model of software readability.,['73-82'],2011,MSR,"['https://doi.org/10.1145/1985441.1985454', 'https://www.wikidata.org/entity/Q57726770']",['conf/msr/2011'],['db/conf/msr/msr2011.html#PosnettHD11'],inproceedings
"['Giuliano Antoniol', 'Vincenzo Fabio Rollo', 'Gabriele Venturi']",Linear predictive coding and cepstrum coefficients for mining time variant information from software repositories.,,2005,MSR,['https://doi.org/10.1145/1083142.1083156'],['conf/msr/2005'],['db/conf/msr/msr2005.html#AntoniolRV05'],inproceedings
"['Hongyu Zhai', 'Casey Casalnuovo', 'Premkumar T. Devanbu']",Test coverage in python programs.,['116-120'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00027', 'https://dl.acm.org/citation.cfm?id=3341903']",['conf/msr/2019'],['db/conf/msr/msr2019.html#ZhaiCD19'],inproceedings
"['Shuji Morisaki', 'Akito Monden', 'Tomoko Matsumura', 'Haruaki Tamada', 'Ken-ichi Matsumoto']",Defect Data Analysis Based on Extended Association Rule Mining.,['3'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.5', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.5', 'http://dl.acm.org/citation.cfm?id=1269019']",['conf/msr/2007'],['db/conf/msr/msr2007.html#MorisakiMMTM07'],inproceedings
"['Ryosuke Funaki', 'Shinpei Hayashi', 'Motoshi Saeki']",The impact of systematic edits in history slicing.,['555-559'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00083', 'https://dl.acm.org/citation.cfm?id=3341971']",['conf/msr/2019'],['db/conf/msr/msr2019.html#FunakiHS19'],inproceedings
"['Maria Kechagia', 'Diomidis Spinellis']",Undocumented and unchecked: exceptions that spell trouble.,['312-315'],2014,MSR,['https://doi.org/10.1145/2597073.2597089'],['conf/msr/2014'],['db/conf/msr/msr2014.html#KechagiaS14'],inproceedings
"['Benjamin Biegel 0001', 'Quinten David Soetens', 'Willi Hornig', 'Stephan Diehl 0001', 'Serge Demeyer']",Comparison of similarity metrics for refactoring detection.,['53-62'],2011,MSR,"['https://doi.org/10.1145/1985441.1985452', 'https://www.wikidata.org/entity/Q57263078']",['conf/msr/2011'],['db/conf/msr/msr2011.html#BiegelSHDD11'],inproceedings
"['Che Shian Hung', 'Robert Dyer 0001']",Boa Views: Easy Modularization and Sharing of MSR Analyses.,['147-157'],2020,MSR,['https://doi.org/10.1145/3379597.3387480'],['conf/msr/2020'],['db/conf/msr/msr2020.html#Hung020'],inproceedings
"['Anderson S. Matos', 'João Bosco Ferreira Filho', 'Lincoln S. Rocha']",Splitting APIs: an exploratory study of software unbundling.,['360-370'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00062', 'https://dl.acm.org/citation.cfm?id=3341944']",['conf/msr/2019'],['db/conf/msr/msr2019.html#MatosFR19'],inproceedings
['Stephen P. Masticola'],Lightweight Risk Mitigation for Software Development Projects Using Repository Mining.,['13'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.16', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.16', 'http://dl.acm.org/citation.cfm?id=1269027']",['conf/msr/2007'],['db/conf/msr/msr2007.html#Masticola07'],inproceedings
"['Thomas Durieux', 'Claire Le Goues', 'Michael Hilton', 'Rui Abreu']",Empirical Study of Restarted and Flaky Builds on Travis CI.,['254-264'],2020,MSR,['https://doi.org/10.1145/3379597.3387460'],['conf/msr/2020'],['db/conf/msr/msr2020.html#DurieuxGHA20'],inproceedings
"['Natalia Juristo Juzgado', 'Sira Vegas']",Using differences among replications of software engineering experiments to gain knowledge.,,2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463362', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463362']",['conf/msr/2010'],['db/conf/msr/msr2010.html#JuzgadoV10'],inproceedings
"['Mashal Ahmad', 'Mel Ó Cinnéide']",Impact of stack overflow code snippets on software cohesion: a preliminary study.,['250-254'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00050', 'https://dl.acm.org/citation.cfm?id=3341929']",['conf/msr/2019'],['db/conf/msr/msr2019.html#AhmadC19'],inproceedings
"['Tarek M. Ahmed', 'Weiyi Shang', 'Ahmed E. Hassan']",An Empirical Study of the Copy and Paste Behavior during Development.,['99-110'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.17', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.17', 'http://dl.acm.org/citation.cfm?id=2820533']",['conf/msr/2015'],['db/conf/msr/msr2015.html#AhmedSH15'],inproceedings
"['Jacek Sliwerski', 'Thomas Zimmermann 0001', 'Andreas Zeller']",When do changes induce fixes?,,2005,MSR,['https://doi.org/10.1145/1083142.1083147'],['conf/msr/2005'],['db/conf/msr/msr2005.html#SliwerskiZZ05'],inproceedings
"['Luca Pascarella', 'Fabio Palomba', 'Massimiliano Di Penta', 'Alberto Bacchelli']",How is video game development different from software development in open source?,['392-402'],2018,MSR,"['https://doi.org/10.1145/3196398.3196418', 'http://ieeexplore.ieee.org/document/8595223']",['conf/msr/2018'],['db/conf/msr/msr2018.html#PascarellaPPB08'],inproceedings
"['Kostadin Damevski', 'Hui Chen 0001', 'David C. Shepherd', 'Lori L. Pollock']",Interactive exploration of developer interaction traces using a hidden markov model.,['126-136'],2016,MSR,['https://doi.org/10.1145/2901739.2901741'],['conf/msr/2016'],['db/conf/msr/msr2016.html#DamevskiCSP16'],inproceedings
"['Walid M. Ibrahim', 'Nicolas Bettenburg', 'Emad Shihab', 'Bram Adams', 'Ahmed E. Hassan']",Should I contribute to this discussion?,['181-190'],2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463345', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463345']",['conf/msr/2010'],['db/conf/msr/msr2010.html#IbrahimBSAH10'],inproceedings
"['Danielle Gonzalez', 'Joanna C. S. Santos', 'Andrew Popovich', 'Mehdi Mirakhorli', 'Meiyappan Nagappan']","A large-scale study on the usage of testing patterns that address maintainability attributes: patterns for ease of modification, diagnoses, and comprehension.",['391-401'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.8', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.8', 'http://dl.acm.org/citation.cfm?id=3104236']",['conf/msr/2017'],['db/conf/msr/msr2017.html#GonzalezSPMN17'],inproceedings
"['Paolo Calciati', 'Alessandra Gorla']",How do apps evolve in their permission requests?: a preliminary study.,['37-41'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.64', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.64', 'http://dl.acm.org/citation.cfm?id=3104195']",['conf/msr/2017'],['db/conf/msr/msr2017.html#CalciatiG17'],inproceedings
"['César Soto-Valero', 'Amine Benelallam', 'Nicolas Harrand', 'Olivier Barais', 'Benoit Baudry']",The emergence of software diversity in maven central.,['333-343'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00059', 'https://dl.acm.org/citation.cfm?id=3341941']",['conf/msr/2019'],['db/conf/msr/msr2019.html#Soto-ValeroBHBB19'],inproceedings
"['Fiorella Zampetti', 'Simone Scalabrino', 'Rocco Oliveto', 'Gerardo Canfora', 'Massimiliano Di Penta']",How open source projects use static code analysis tools in continuous integration pipelines.,['334-344'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.2', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.2', 'http://dl.acm.org/citation.cfm?id=3104230', 'https://www.wikidata.org/entity/Q57751921']",['conf/msr/2017'],['db/conf/msr/msr2017.html#ZampettiSOCP17'],inproceedings
"['Adriaan Labuschagne', 'Reid Holmes']",Do Onboarding Programs Work?,['381-385'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.45', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.45', 'http://dl.acm.org/citation.cfm?id=2820567', 'https://www.wikidata.org/entity/Q83804785']",['conf/msr/2015'],['db/conf/msr/msr2015.html#LabuschagneH15'],inproceedings
"['Jian Gao', 'Xin Yang', 'Yu Jiang 0001', 'Han Liu 0010', 'Weiliang Ying', 'Xian Zhang']",Jbench: a dataset of data races for concurrency testing.,['6-9'],2018,MSR,"['https://doi.org/10.1145/3196398.3196451', 'http://ieeexplore.ieee.org/document/8595166']",['conf/msr/2018'],['db/conf/msr/msr2018.html#GaoYJLYZ18'],inproceedings
"['Avijit Bhattacharjee', 'Sristy Sumana Nath', 'Shurui Zhou', 'Debasish Chakroborti', 'Banani Roy', 'Chanchal K. Roy', 'Kevin A. Schneider']",An Exploratory Study to Find Motives Behind Cross-platform Forks from Software Heritage Dataset.,['11-15'],2020,MSR,['https://doi.org/10.1145/3379597.3387512'],['conf/msr/2020'],['db/conf/msr/msr2020.html#BhattacharjeeNZ20'],inproceedings
"['Sunghun Kim 0001', 'E. James Whitehead Jr.']",How long did it take to fix bugs?,['173-174'],2006,MSR,['https://doi.org/10.1145/1137983.1138027'],['conf/msr/2006'],['db/conf/msr/msr2006.html#KimW06'],inproceedings
"['Mefta Sadat', 'Ayse Basar Bener', 'Andriy V. Miranskyy']",Rediscovery datasets: connecting duplicate reports.,['527-530'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.50', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.50', 'http://dl.acm.org/citation.cfm?id=3104263']",['conf/msr/2017'],['db/conf/msr/msr2017.html#SadatBM17'],inproceedings
"['Md Rakibul Islam 0002', 'Minhaz F. Zibran']",Insights into continuous integration build failures.,['467-470'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.30', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.30', 'http://dl.acm.org/citation.cfm?id=3104247']",['conf/msr/2017'],['db/conf/msr/msr2017.html#IslamZ17a'],inproceedings
"['Shaiful Alam Chowdhury', 'Abram Hindle']",GreenOracle: estimating software energy consumption with energy measurement corpora.,['49-60'],2016,MSR,['https://doi.org/10.1145/2901739.2901763'],['conf/msr/2016'],['db/conf/msr/msr2016.html#ChowdhuryH16'],inproceedings
"['Georgios Gousios', 'Diomidis Spinellis']",A platform for software engineering research.,['31-40'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069478', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069478', 'https://www.wikidata.org/entity/Q58219952']",['conf/msr/2009'],['db/conf/msr/msr2009.html#GousiosS09'],inproceedings
"['Foyzur Rahman', 'Christian Bird', 'Premkumar T. Devanbu']",Clones: What is that smell?,['72-81'],2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463343', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463343', 'https://www.wikidata.org/entity/Q57726788']",['conf/msr/2010'],['db/conf/msr/msr2010.html#RahmanBD10'],inproceedings
