author,title,pages,year,booktitle,ee,crossref,url,genre
"['Jordan Ott', 'Abigail Atchison', 'Paul Harnack', 'Adrienne Bergh', 'Erik Linstead']",A deep learning approach to identifying source code in images and video.,['376-386'],2018,MSR,"['https://doi.org/10.1145/3196398.3196402', 'http://ieeexplore.ieee.org/document/8595221']",['conf/msr/2018'],['db/conf/msr/msr2018.html#OttAHBL08'],inproceedings
"['Yalin Liu', 'Jinfeng Lin', 'Jane Cleland-Huang']",Traceability Support for Multi-Lingual Software Projects.,['443-454'],2020,MSR,['https://doi.org/10.1145/3379597.3387440'],['conf/msr/2020'],['db/conf/msr/msr2020.html#LiuLC20'],inproceedings
"['Antonio Borrelli', 'Vittoria Nardone', 'Giuseppe A. Di Lucca', 'Gerardo Canfora', 'Massimiliano Di Penta']",Detecting Video Game-Specific Bad Smells in Unity Projects.,['198-208'],2020,MSR,['https://doi.org/10.1145/3379597.3387454'],['conf/msr/2020'],['db/conf/msr/msr2020.html#BorrelliNLCP20'],inproceedings
"['Laerte Xavier', 'Fábio F. Ferreira', 'Rodrigo Brito', 'Marco Tulio Valente']",Beyond the Code: Mining Self-Admitted Technical Debt in Issue Tracker Systems.,['137-146'],2020,MSR,['https://doi.org/10.1145/3379597.3387459'],['conf/msr/2020'],['db/conf/msr/msr2020.html#XavierFBV20'],inproceedings
"['Chris Parnin', 'Carsten Görg', 'Spencer Rugaber']",Enriching revision history with interactions.,['155-158'],2006,MSR,['https://doi.org/10.1145/1137983.1138019'],['conf/msr/2006'],['db/conf/msr/msr2006.html#ParninGR06'],inproceedings
"['Israel Herraiz', 'Jesús M. González-Barahona', 'Gregorio Robles']",Determinism and evolution.,['1-10'],2008,MSR,['https://doi.org/10.1145/1370750.1370752'],['conf/msr/2008'],['db/conf/msr/msr2008.html#HerraizGR08'],inproceedings
"['Ajay Kumar Jha', 'Sunghee Lee', 'Woo Jin Lee']",Developer mistakes in writing Android manifests: an empirical study of configuration errors.,['25-36'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.41', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.41', 'http://dl.acm.org/citation.cfm?id=3104194']",['conf/msr/2017'],['db/conf/msr/msr2017.html#JhaLL17'],inproceedings
"['Franz-Xaver Geiger', 'Ivano Malavolta', 'Luca Pascarella', 'Fabio Palomba', 'Dario Di Nucci', 'Alberto Bacchelli']",A graph-based dataset of commit history of real-world Android apps.,['30-33'],2018,MSR,"['https://doi.org/10.1145/3196398.3196460', 'http://ieeexplore.ieee.org/document/8595172']",['conf/msr/2018'],['db/conf/msr/msr2018.html#GeigerMPPNB18'],inproceedings
"['Prasanth Anbalagan', 'Mladen A. Vouk']",On mining data across software repositories.,['171-174'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069498', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069498']",['conf/msr/2009'],['db/conf/msr/msr2009.html#AnbalaganV09'],inproceedings
"['Carlos Gómez Teshima', 'Brendan Cleary', 'Leif Singer']",A study of innovation diffusion through link sharing on stack overflow.,['81-84'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624011', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624011', 'http://dl.acm.org/citation.cfm?id=2487105']",['conf/msr/2013'],['db/conf/msr/msr2013.html#GomezCS13'],inproceedings
"['Suresh Thummalapenta', 'Tao Xie 0001']",SpotWeb: detecting framework hotspots via mining open source repositories on the web.,['109-112'],2008,MSR,['https://doi.org/10.1145/1370750.1370775'],['conf/msr/2008'],['db/conf/msr/msr2008.html#ThummalapentaX08'],inproceedings
"['Gregorio Robles', 'Truong Ho-Quang', 'Regina Hebig', 'Michel R. V. Chaudron', 'Miguel Angel Fernández']",An extensive dataset of UML models in GitHub.,['519-522'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.48', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.48', 'http://dl.acm.org/citation.cfm?id=3104261']",['conf/msr/2017'],['db/conf/msr/msr2017.html#RoblesHHCF17'],inproceedings
['Romain Robbes'],Mining a Change-Based Software Repository.,['15'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.18', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.18', 'http://dl.acm.org/citation.cfm?id=1269029']",['conf/msr/2007'],['db/conf/msr/msr2007.html#Robbes07'],inproceedings
"['Michael Fischer 0001', 'Johann Oberleitner', 'Jacek Ratzinger', 'Harald C. Gall']",Mining evolution data of a product family.,,2005,MSR,['https://doi.org/10.1145/1083142.1083145'],['conf/msr/2005'],['db/conf/msr/msr2005.html#FischerORG05'],inproceedings
"['Nathan Cassee', 'Gustavo Pinto 0001', 'Fernando Castor', 'Alexander Serebrenik']",How swift developers handle errors.,['292-302'],2018,MSR,"['https://doi.org/10.1145/3196398.3196428', 'http://ieeexplore.ieee.org/document/8595212']",['conf/msr/2018'],['db/conf/msr/msr2018.html#Cassee0CS18'],inproceedings
"['Quinn Hanam', 'Lin Tan 0001', 'Reid Holmes', 'Patrick Lam 0001']",Finding patterns in static analysis alerts: improving actionable alert ranking.,['152-161'],2014,MSR,['https://doi.org/10.1145/2597073.2597100'],['conf/msr/2014'],['db/conf/msr/msr2014.html#HanamTHL14'],inproceedings
"['Marianna Rapoport', 'Philippe Suter', 'Erik Wittern', 'Ondrej Lhoták', 'Julian Dolby']",Who you gonna call?: analyzing web requests in Android applications.,['80-90'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.11', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.11', 'http://dl.acm.org/citation.cfm?id=3104201']",['conf/msr/2017'],['db/conf/msr/msr2017.html#RapoportSWLD17'],inproceedings
['Stefano Zacchiroli'],The Debsources Dataset: Two Decades of Debian Source Code Metadata.,['466-469'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.65', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.65', 'http://dl.acm.org/citation.cfm?id=2820589']",['conf/msr/2015'],['db/conf/msr/msr2015.html#Zacchiroli15'],inproceedings
"['Pavlína Wurzel Gonçalves', 'Enrico Fregnan', 'Tobias Baum', 'Kurt Schneider', 'Alberto Bacchelli']",Do Explicit Review Strategies Improve Code Review Performance?,['606-610'],2020,MSR,['https://doi.org/10.1145/3379597.3387509'],['conf/msr/2020'],['db/conf/msr/msr2020.html#GoncalvesFBSB20'],inproceedings
"['Mario Linares Vásquez', 'Martin White', 'Carlos Bernal-Cárdenas', 'Kevin Moran', 'Denys Poshyvanyk']",Mining Android App Usages for Generating Actionable GUI-Based Execution Scenarios.,['111-122'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.18', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.18', 'http://dl.acm.org/citation.cfm?id=2820534']",['conf/msr/2015'],['db/conf/msr/msr2015.html#VasquezWBMP15'],inproceedings
"['Hadi Hemmati', 'Sarah Nadi', 'Olga Baysal', 'Oleksii Kononenko', 'Wei Wang 0001', 'Reid Holmes', 'Michael W. Godfrey']",The MSR cookbook: mining a decade of research.,['343-352'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624048', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624048', 'http://dl.acm.org/citation.cfm?id=2487150']",['conf/msr/2013'],['db/conf/msr/msr2013.html#HemmatiNBKWHG13'],inproceedings
"['Joseph Gil', 'Maayan Goldstein', 'Dany Moshkovich']",An empirical investigation of changes in some software properties over time.,['227-236'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224285', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224285', 'http://dl.acm.org/citation.cfm?id=2664481']",['conf/msr/2012'],['db/conf/msr/msr2012.html#GilGM12'],inproceedings
"['Maarten Duijn', 'Adam Kucera', 'Alberto Bacchelli']",Quality Questions Need Quality Code: Classifying Code Fragments on Stack Overflow.,['410-413'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.51', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.51', 'http://dl.acm.org/citation.cfm?id=2820574']",['conf/msr/2015'],['db/conf/msr/msr2015.html#DuijnKB15'],inproceedings
"['Fabio Palomba', 'Dario Di Nucci', 'Michele Tufano', 'Gabriele Bavota', 'Rocco Oliveto', 'Denys Poshyvanyk', 'Andrea De Lucia']",Landfill: An Open Dataset of Code Smells with Public Evaluation.,['482-485'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.69', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.69', 'http://dl.acm.org/citation.cfm?id=2820593']",['conf/msr/2015'],['db/conf/msr/msr2015.html#PalombaNTBOPL15'],inproceedings
"['Houssem Ben Braiek', 'Foutse Khomh', 'Bram Adams']",The open-closed principle of modern machine learning frameworks.,['353-363'],2018,MSR,"['https://doi.org/10.1145/3196398.3196445', 'http://ieeexplore.ieee.org/document/8595219']",['conf/msr/2018'],['db/conf/msr/msr2018.html#BraiekKA08'],inproceedings
"['Michel Wermelinger', 'Yijun Yu']",An Architectural Evolution Dataset.,['502-505'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.74', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.74', 'http://dl.acm.org/citation.cfm?id=2820598']",['conf/msr/2015'],['db/conf/msr/msr2015.html#WermelingerY15'],inproceedings
"['Ramin Shokripour', 'John Anvik', 'Zarinah Mohd Kasirun', 'Sima Zamani']",Why so complicated? simple term filtering and weighting for location-based bug report assignment recommendation.,['2-11'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6623997', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6623997', 'http://dl.acm.org/citation.cfm?id=2487089']",['conf/msr/2013'],['db/conf/msr/msr2013.html#ShokripourAKZ13'],inproceedings
"['Emily Hill 0001', 'Zachary P. Fry', 'Haley Boyd', 'Giriprasad Sridhara', 'Yana Novikova', 'Lori L. Pollock', 'K. Vijay-Shanker']",AMAP: automatically mining abbreviation expansions in programs to enhance software maintenance tools.,['79-88'],2008,MSR,['https://doi.org/10.1145/1370750.1370771'],['conf/msr/2008'],['db/conf/msr/msr2008.html#HillFBSNPV08'],inproceedings
['Dongmei Zhang'],MSR 2012 keynote: Software analytics in practice - Approaches and experiences.,['1'],2012,MSR,"['https://doi.org/10.1109/MSR.2012.6224292', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2012.6224292', 'http://dl.acm.org/citation.cfm?id=2664447']",['conf/msr/2012'],['db/conf/msr/msr2012.html#Zhang12'],inproceedings
"['Dimitris S. Kolovos', 'Patrick Neubauer', 'Konstantinos Barmpis', 'Nicholas Matragkas', 'Richard F. Paige']",Crossflow: a framework for distributed mining of software repositories.,['155-159'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00032', 'https://dl.acm.org/citation.cfm?id=3341909']",['conf/msr/2019'],['db/conf/msr/msr2019.html#KolovosNBMP19'],inproceedings
"['Themistoklis Diamantopoulos', 'Michail D. Papamichail', 'Thomas Karanikiotis', 'Kyriakos C. Chatzidimitriou', 'Andreas L. Symeonidis']",Employing Contribution and Quality Metrics for Quantifying the Software Development Process.,['558-562'],2020,MSR,['https://doi.org/10.1145/3379597.3387490'],['conf/msr/2020'],['db/conf/msr/msr2020.html#DiamantopoulosP20'],inproceedings
"['Federico Corò', 'Roberto Verdecchia', 'Emilio Cruciani', 'Breno Miranda', 'Antonia Bertolino']",JTeC: A Large Collection of Java Test Classes for Test Code Analysis and Processing.,['578-582'],2020,MSR,['https://doi.org/10.1145/3379597.3387484'],['conf/msr/2020'],['db/conf/msr/msr2020.html#CoroVCMB20'],inproceedings
"['Daniel M. Germán', 'Davor Cubranic', 'Margaret-Anne D. Storey']",A framework for describing and understanding mining tools in software development.,,2005,MSR,['https://doi.org/10.1145/1083142.1083160'],['conf/msr/2005'],['db/conf/msr/msr2005.html#GermanCS05'],inproceedings
"['Marcel Rebouças', 'Renato O. Santos', 'Gustavo Pinto 0001', 'Fernando Castor']",How does contributors' involvement influence the build status of an open-source software project?,['475-478'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.32', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.32', 'http://dl.acm.org/citation.cfm?id=3104249']",['conf/msr/2017'],['db/conf/msr/msr2017.html#ReboucasSPC17'],inproceedings
"['Christoph Laaber', 'Philipp Leitner 0001']",An evaluation of open-source software microbenchmark suites for continuous performance assessment.,['119-130'],2018,MSR,"['https://doi.org/10.1145/3196398.3196407', 'http://ieeexplore.ieee.org/document/8595195']",['conf/msr/2018'],['db/conf/msr/msr2018.html#LaaberL18'],inproceedings
"['Titus Barik', 'Kevin Lubick', 'Justin Smith 0001', 'John Slankas', 'Emerson R. Murphy-Hill']","Fuse: A Reproducible, Extendable, Internet-Scale Corpus of Spreadsheets.",['486-489'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.70', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.70', 'http://dl.acm.org/citation.cfm?id=2820594', 'https://www.wikidata.org/entity/Q57439029']",['conf/msr/2015'],['db/conf/msr/msr2015.html#BarikLSSM15'],inproceedings
"['Li Li 0029', 'Jun Gao 0001', 'Tegawendé F. Bissyandé', 'Lei Ma 0003', 'Xin Xia 0001', 'Jacques Klein']",Characterising deprecated Android APIs.,['254-264'],2018,MSR,"['https://doi.org/10.1145/3196398.3196419', 'http://ieeexplore.ieee.org/document/8595208']",['conf/msr/2018'],['db/conf/msr/msr2018.html#LiGBMXK18'],inproceedings
"['Akond Rahman', 'Effat Farhana', 'Nasif Imtiaz']",Snakes in paradise?: insecure python-related coding practices in stack overflow.,['200-204'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00040', 'https://dl.acm.org/citation.cfm?id=3341919']",['conf/msr/2019'],['db/conf/msr/msr2019.html#RahmanFI19'],inproceedings
"['Rômulo Manciola Meloca', 'Gustavo Pinto 0001', 'Leonardo Baiser', 'Marco Mattos', 'Ivanilton Polato', 'Igor Scaliante Wiese', 'Daniel M. Germán']","Understanding the usage, impact, and adoption of non-OSI approved licenses.",['270-280'],2018,MSR,"['https://doi.org/10.1145/3196398.3196427', 'http://ieeexplore.ieee.org/document/8595210']",['conf/msr/2018'],['db/conf/msr/msr2018.html#Meloca0BMPWG18'],inproceedings
"['Yukinao Hirata', 'Osamu Mizuno']",Do comments explain codes adequately?: investigation by text filtering.,['242-245'],2011,MSR,['https://doi.org/10.1145/1985441.1985482'],['conf/msr/2011'],['db/conf/msr/msr2011.html#HirataM11'],inproceedings
"['Mohammad Masudur Rahman 0001', 'Chanchal K. Roy']",Impact of continuous integration on code reviews.,['499-502'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.39', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.39', 'http://dl.acm.org/citation.cfm?id=3104255']",['conf/msr/2017'],['db/conf/msr/msr2017.html#RahmanR17'],inproceedings
"['Chadd C. Williams', 'Jeffrey K. Hollingsworth']",Recovering system specific rules from software repositories.,,2005,MSR,['https://doi.org/10.1145/1083142.1083144'],['conf/msr/2005'],['db/conf/msr/msr2005.html#WilliamsH05'],inproceedings
"['Thanh H. D. Nguyen', 'Meiyappan Nagappan', 'Ahmed E. Hassan', 'Mohamed N. Nasser', 'Parminder Flora']",An industrial case study of automatically identifying performance regression-causes.,['232-241'],2014,MSR,['https://doi.org/10.1145/2597073.2597092'],['conf/msr/2014'],['db/conf/msr/msr2014.html#NguyenNHNF14'],inproceedings
"['Jürgen Cito', 'Jiasi Shen 0001', 'Martin Rinard']",An Empirical Study on the Impact of Deimplicitization on Comprehension in Programs Using Application Frameworks.,['598-601'],2020,MSR,['https://doi.org/10.1145/3379597.3387507'],['conf/msr/2020'],['db/conf/msr/msr2020.html#Cito0R20'],inproceedings
"['Michael VanHilst', 'Pankaj K. Garg', 'Christopher Lo']",Repository mining and Six Sigma for process improvement.,['1-4'],2005,MSR,['https://doi.org/10.1145/1083142.1083157'],['conf/msr/2005'],['db/conf/msr/msr2005.html#VanHilstGL05'],inproceedings
"['Mika Mäntylä', 'Bram Adams', 'Giuseppe Destefanis', 'Daniel Graziotin', 'Marco Ortu']","Mining valence, arousal, and dominance: possibilities for detecting burnout and productivity?",['247-258'],2016,MSR,"['https://doi.org/10.1145/2901739.2901752', 'https://www.wikidata.org/entity/Q30169432']",['conf/msr/2016'],['db/conf/msr/msr2016.html#MantylaADGO16'],inproceedings
"['John Wilkie', 'Ziad Al Halabi', 'Alperen Karaoglu', 'Jiafeng Liao', 'George Ndungu', 'Chaiyong Ragkhitwetsagul', 'Matheus Paixão', 'Jens Krinke']",Who's this?: developer identification using IDE event data.,['90-93'],2018,MSR,"['https://doi.org/10.1145/3196398.3196461', 'http://ieeexplore.ieee.org/document/8595187']",['conf/msr/2018'],['db/conf/msr/msr2018.html#WilkieHKLNRPK18'],inproceedings
"['Ward Muylaert', 'Coen De Roover']",Prevalence of botched code integrations.,['503-506'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.40', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.40', 'http://dl.acm.org/citation.cfm?id=3104256', 'https://www.wikidata.org/entity/Q100148248']",['conf/msr/2017'],['db/conf/msr/msr2017.html#MuylaertR17'],inproceedings
"['Mohammad Gharehyazie', 'Baishakhi Ray', 'Vladimir Filkov']","Some from here, some from there: cross-project code reuse in GitHub.",['291-301'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.15', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.15', 'http://dl.acm.org/citation.cfm?id=3104225']",['conf/msr/2017'],['db/conf/msr/msr2017.html#GharehyazieRF17'],inproceedings
"['Christian Bird', 'Peter C. Rigby', 'Earl T. Barr', 'David J. Hamilton', 'Daniel M. Germán', 'Premkumar T. Devanbu']",The promises and perils of mining git.,['1-10'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069475', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069475', 'https://www.wikidata.org/entity/Q57726828']",['conf/msr/2009'],['db/conf/msr/msr2009.html#BirdRBHGD09'],inproceedings
"['Saket Dattatray Joshi', 'Sridhar Chimalakonda']",RapidRelease: a dataset of projects and issues on github with rapid releases.,['587-591'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00088', 'https://dl.acm.org/citation.cfm?id=3341977']",['conf/msr/2019'],['db/conf/msr/msr2019.html#JoshiC19'],inproceedings
"['Marco Ortu', 'Alessandro Murgia', 'Giuseppe Destefanis', 'Parastou Tourani', 'Roberto Tonelli', 'Michele Marchesi', 'Bram Adams']",The emotional side of software developers in JIRA.,['480-483'],2016,MSR,['https://doi.org/10.1145/2901739.2903505'],['conf/msr/2016'],['db/conf/msr/msr2016.html#OrtuMDTTMA16'],inproceedings
"['Mona Erfani Joorabchi', 'Mehdi MirzaAghaei', 'Ali Mesbah 0001']",Works for me! characterizing non-reproducible bug reports.,['62-71'],2014,MSR,['https://doi.org/10.1145/2597073.2597098'],['conf/msr/2014'],['db/conf/msr/msr2014.html#JoorabchiMM14'],inproceedings
"['Harvey P. Siy', 'Parvathi Chundi', 'Mahadevan Subramaniam']",Summarizing developer work history using time series segmentation: challenge report.,['137-140'],2008,MSR,['https://doi.org/10.1145/1370750.1370784'],['conf/msr/2008'],['db/conf/msr/msr2008.html#SiyCS08'],inproceedings
"['Jens Krinke', 'Nicolas Gold', 'Yue Jia 0001', 'David W. Binkley']",Cloning and copying between GNOME projects.,['98-101'],2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463290', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463290']",['conf/msr/2010'],['db/conf/msr/msr2010.html#KrinkeGJB10'],inproceedings
"['Joshua Charles Campbell', 'Abram Hindle', 'José Nelson Amaral']",Syntax errors just aren't natural: improving error reporting with language models.,['252-261'],2014,MSR,['https://doi.org/10.1145/2597073.2597102'],['conf/msr/2014'],['db/conf/msr/msr2014.html#CampbellHA14'],inproceedings
"['Rodrigo R. G. Souza', 'Bruno Silva']",Sentiment analysis of Travis CI builds.,['459-462'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.27', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.27', 'http://dl.acm.org/citation.cfm?id=3104245']",['conf/msr/2017'],['db/conf/msr/msr2017.html#SouzaS17'],inproceedings
"['Baljinder Ghotra', 'Shane McIntosh', 'Ahmed E. Hassan']",A large-scale study of the impact of feature selection techniques on defect classification models.,['146-157'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.18', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.18', 'http://dl.acm.org/citation.cfm?id=3104208']",['conf/msr/2017'],['db/conf/msr/msr2017.html#GhotraMH17'],inproceedings
"['Rana Alkadhi', 'Teodora Lata', 'Emitza Guzman', 'Bernd Bruegge']",Rationale in development chat messages: an exploratory study.,['436-446'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.43', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.43', 'http://dl.acm.org/citation.cfm?id=3104240']",['conf/msr/2017'],['db/conf/msr/msr2017.html#AlkadhiLGB17'],inproceedings
"['Moritz Beller', 'Georgios Gousios', 'Andy Zaidman']","Oops, my tests broke the build: an explorative analysis of Travis CI with GitHub.",['356-367'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.62', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.62', 'http://dl.acm.org/citation.cfm?id=3104232']",['conf/msr/2017'],['db/conf/msr/msr2017.html#BellerGZ17'],inproceedings
"['Georgios Gousios', 'Eirini Kalliamvakou', 'Diomidis Spinellis']",Measuring developer contribution from software repository data.,['129-132'],2008,MSR,['https://doi.org/10.1145/1370750.1370781'],['conf/msr/2008'],['db/conf/msr/msr2008.html#GousiosKS08'],inproceedings
"['Wei Wang 0001', 'Michael W. Godfrey']",Detecting API usage obstacles: a study of iOS and Android developer questions.,['61-64'],2013,MSR,"['https://doi.org/10.1109/MSR.2013.6624006', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2013.6624006', 'http://dl.acm.org/citation.cfm?id=2487100']",['conf/msr/2013'],['db/conf/msr/msr2013.html#WangG13'],inproceedings
"['Christian Bird', 'Alex Gourley', 'Premkumar T. Devanbu', 'Michael Gertz 0001', 'Anand Swaminathan']",Mining email social networks.,['137-143'],2006,MSR,"['https://doi.org/10.1145/1137983.1138016', 'https://www.wikidata.org/entity/Q57726877']",['conf/msr/2006'],['db/conf/msr/msr2006.html#BirdGDGS06'],inproceedings
"['Shawn Minto', 'Gail C. Murphy']",Recommending Emergent Teams.,['5'],2007,MSR,"['https://doi.org/10.1109/MSR.2007.27', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2007.27', 'http://dl.acm.org/citation.cfm?id=1269021']",['conf/msr/2007'],['db/conf/msr/msr2007.html#MintoM07'],inproceedings
"['Di Yang', 'Aftab Hussain 0001', 'Cristina Videira Lopes']",From query to usable code: an analysis of stack overflow code snippets.,['391-402'],2016,MSR,['https://doi.org/10.1145/2901739.2901767'],['conf/msr/2016'],['db/conf/msr/msr2016.html#YangHL16'],inproceedings
"['Suhaib Mujahid', 'Rabe Abdalkareem', 'Emad Shihab', 'Shane McIntosh']",Using Others' Tests to Identify Breaking Updates.,['466-476'],2020,MSR,['https://doi.org/10.1145/3379597.3387476'],['conf/msr/2020'],['db/conf/msr/msr2020.html#MujahidASM20'],inproceedings
"['Michael Gegick', 'Pete Rotella', 'Tao Xie']",Identifying security bug reports via text mining: An industrial case study.,['11-20'],2010,MSR,"['https://doi.org/10.1109/MSR.2010.5463340', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2010.5463340']",['conf/msr/2010'],['db/conf/msr/msr2010.html#GegickRX10'],inproceedings
"['Amiangshu Bosu', 'Michaela Greiler', 'Christian Bird']",Characteristics of Useful Code Reviews: An Empirical Study at Microsoft.,['146-156'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.21', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.21', 'http://dl.acm.org/citation.cfm?id=2820538']",['conf/msr/2015'],['db/conf/msr/msr2015.html#BosuGB15'],inproceedings
"['Tobias Sager', 'Abraham Bernstein', 'Martin Pinzger 0001', 'Christoph Kiefer']",Detecting similar Java classes using tree algorithms.,['65-71'],2006,MSR,['https://doi.org/10.1145/1137983.1138000'],['conf/msr/2006'],['db/conf/msr/msr2006.html#SagerBPK06'],inproceedings
"['Yoshiki Higo', 'Akio Ohtani', 'Shinpei Hayashi', 'Hideaki Hata', 'Shinji Kusumoto']",Toward Reusing Code Changes.,['372-376'],2015,MSR,"['https://doi.org/10.1109/MSR.2015.43', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2015.43', 'http://dl.acm.org/citation.cfm?id=2820565']",['conf/msr/2015'],['db/conf/msr/msr2015.html#HigoOHHK15'],inproceedings
"['Triet Huynh Minh Le', 'Bushra Sabir', 'Muhammad Ali Babar']",Automated software vulnerability assessment with concept drift.,['371-382'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00063', 'https://dl.acm.org/citation.cfm?id=3341946']",['conf/msr/2019'],['db/conf/msr/msr2019.html#LeSB19'],inproceedings
"['Daniel M. Germán', 'Julius Davies']",Apples vs. oranges?: an exploration of the challenges of comparing the source code of two software systems.,['246-249'],2011,MSR,['https://doi.org/10.1145/1985441.1985483'],['conf/msr/2011'],['db/conf/msr/msr2011.html#GermanD11'],inproceedings
"['Antoine Pietri', 'Diomidis Spinellis', 'Stefano Zacchiroli']",The software heritage graph dataset: public software development under one roof.,['138-142'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00030', 'https://dl.acm.org/citation.cfm?id=3341907']",['conf/msr/2019'],['db/conf/msr/msr2019.html#PietriSZ19'],inproceedings
['Dirk Beyer 0001'],A data set of program invariants and error paths.,['111-115'],2019,MSR,"['https://doi.org/10.1109/MSR.2019.00026', 'https://dl.acm.org/citation.cfm?id=3341902']",['conf/msr/2019'],['db/conf/msr/msr2019.html#Beyer19'],inproceedings
['James Walden'],The Impact of a Major Security Event on an Open Source Project: The Case of OpenSSL.,['409-419'],2020,MSR,['https://doi.org/10.1145/3379597.3387465'],['conf/msr/2020'],['db/conf/msr/msr2020.html#Walden20'],inproceedings
"['Moritz Beller', 'Georgios Gousios', 'Andy Zaidman']",TravisTorrent: synthesizing Travis CI and GitHub for full-stack research on continuous integration.,['447-450'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.24', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.24', 'http://dl.acm.org/citation.cfm?id=3104242']",['conf/msr/2017'],['db/conf/msr/msr2017.html#BellerGZ17a'],inproceedings
"['Thomas Rausch', 'Waldemar Hummer', 'Philipp Leitner 0001', 'Stefan Schulte 0002']",An empirical analysis of build failures in the continuous integration workflows of Java-based open-source software.,['345-355'],2017,MSR,"['https://doi.org/10.1109/MSR.2017.54', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2017.54', 'http://dl.acm.org/citation.cfm?id=3104231']",['conf/msr/2017'],['db/conf/msr/msr2017.html#RauschHL017'],inproceedings
"['Weiyi Shang', 'Zhen Ming Jiang', 'Bram Adams', 'Ahmed E. Hassan']",MapReduce as a general framework to support research in Mining Software Repositories (MSR).,['21-30'],2009,MSR,"['https://doi.org/10.1109/MSR.2009.5069477', 'http://doi.ieeecomputersociety.org/10.1109/MSR.2009.5069477']",['conf/msr/2009'],['db/conf/msr/msr2009.html#ShangJAH09'],inproceedings
